Year,Month,Day,MinTemp,MaxTemp,Precipitation,ReferenceET
2015,1,1,-10.69,2.75,0.09,0.628671
2015,1,2,-7.51,1.15,0.16,0.535712
2015,1,3,-13.34,2.44,2.55,0.613632
2015,1,4,-18.62,-10.87,0.29,0.106893
2015,1,5,-15.28,-6.34,0.23,0.264037
2015,1,6,-15.9,-6.58,0.08,0.254387
2015,1,7,-19.31,-12.79,0.0,0.057087
2015,1,8,-17.46,1.12,0.16,0.533512
2015,1,9,-17.2,-8.06,0.02,0.202163
2015,1,10,-15.29,2.38,0.09,0.620901
2015,1,11,-9.31,-0.49,0.08,0.50223
2015,1,12,-16.92,-8.19,0.0,0.204609
2015,1,13,-17.29,-5.89,0.17,0.278882
2015,1,14,-11.28,1.84,0.06,0.634983
2015,1,15,-6.58,6.07,0.12,0.842949
2015,1,16,-2.18,8.93,0.0,0.961167
2015,1,17,-0.97,9.1,0.09,0.952787
2015,1,18,-2.55,10.83,0.04,1.111483
2015,1,19,-0.71,12.68,0.0,1.215986
2015,1,20,-1.41,9.29,0.0,1.002467
2015,1,21,-3.71,6.3,0.0,0.859452
2015,1,22,-4.48,3.68,0.0,0.713715
2015,1,23,-4.92,7.19,0.0,0.955189
2015,1,24,-1.34,8.16,0.23,0.95686
2015,1,25,-2.4,6.12,0.13,0.848226
2015,1,26,-2.18,14.14,0.0,1.434192
2015,1,27,-0.95,12.7,0.0,1.319108
2015,1,28,-1.08,11.82,0.0,1.26792
2015,1,29,-5.17,5.7,0.0,0.916906
2015,1,30,-5.86,3.98,0.01,0.822772
2015,1,31,-1.38,1.29,14.85,0.456142
2015,2,1,-17.71,-1.57,5.87,0.520966
2015,2,2,-20.02,-5.24,0.0,0.319286
2015,2,3,-11.07,3.77,0.17,0.885213
2015,2,4,-17.71,-6.38,6.79,0.318047
2015,2,5,-21.79,-2.0,0.0,0.436075
2015,2,6,-6.79,6.57,0.29,1.085338
2015,2,7,0.73,12.43,0.09,1.41547
2015,2,8,-2.56,14.19,0.01,1.658944
2015,2,9,-3.12,6.63,0.0,1.059931
2015,2,10,-1.64,9.74,0.0,1.294009
2015,2,11,-6.57,2.84,0.0,0.867904
2015,2,12,-11.67,-5.05,0.0,0.436161
2015,2,13,-7.2,7.58,0.0,1.256154
2015,2,14,-10.41,1.7,0.0,0.859491
2015,2,15,-12.47,-7.66,0.01,0.315194
