Year,Month,Day,MinTemp,MaxTemp,Precipitation,ReferenceET
2022,1,1,-6.61,1.2,0.0,0.6516436016210533
2022,1,2,-4.55,4.92,0.01,0.8577843675251118
2022,1,3,-7.12,3.85,0.0,0.8327648157723729
2022,1,4,-3.3,2.67,0.0,0.6670442232046829
2022,1,5,-4.96,1.51,0.0,0.6410169742466604
2022,1,6,-6.34,3.95,0.0,0.8386520924639365
2022,1,7,-6.66,3.56,0.0,0.8216470447873236
2022,1,8,-4.12,5.65,0.0,0.9221897371566643
2022,1,9,-2.25,5.01,0.0,0.8254006041763964
2022,1,10,-2.41,5.71,0.25,0.8898389091600974
2022,1,11,-6.28,0.19,0.15,0.6058496529535436
2022,1,12,-6.46,0.3,0.0,0.6213065389711745
2022,1,13,-5.82,-0.88,0.17,0.5244408160046612
2022,1,14,-9.19,1.2,0.0,0.7310320952961182
2022,1,15,-4.6,4.57,0.01,0.890311744686912
2022,1,16,-3.39,3.18,0.23,0.7546225685953958
2022,1,17,-4.94,2.54,0.12,0.7603743901176577
2022,1,18,-9.07,1.15,0.0,0.746068408064657
2022,1,19,-7.75,2.6,0.16,0.8317004066787943
2022,1,20,-9.51,1.97,0.0,0.8129456329394129
2022,1,21,-8.5,5.17,0.0,1.0276565220369656
2022,1,22,0.72,8.57,0.0,1.0913819257995885
2022,1,23,-1.74,6.31,0.0,0.9965121909463475
2022,1,24,-1.62,9.73,0.0,1.2975147783483036
2022,1,25,-0.07,5.64,0.51,0.8736564518832762
2022,1,26,-1.38,6.37,0.0,1.0115202234209488
2022,1,27,-3.6,4.3,0.0,0.9207457000010377
2022,1,28,-3.06,3.09,0.0,0.8039647197625419
2022,1,29,-3.15,2.65,0.0,0.7755598161467459
2022,1,30,-3.51,2.73,0.0,0.8047659661803678
2022,1,31,-4.13,4.2,0.59,0.960659736533849
2022,2,1,-1.34,2.5,0.43,0.6721792374223489
2022,2,2,-2.98,2.39,0.0,0.7635844620252722
2022,2,3,-3.36,2.39,0.01,0.7883768368485156
2022,2,4,-3.45,1.59,0.18,0.7254551096222613
2022,2,5,-4.75,-0.21,0.32,0.6308123573648945
2022,2,6,-5.42,3.5,0.0,0.9806167727319369
2022,2,7,-6.68,1.96,0.0,0.8928237716494019
2022,2,8,-4.09,4.26,0.0,1.0258964395701944
2022,2,9,-3.6,5.8,0.0,1.1607197564062877
2022,2,10,-1.55,6.83,0.0,1.1960600653676472
2022,2,11,-2.45,8.33,0.0,1.3890965839165885
2022,2,12,-0.87,10.18,0.0,1.5366897400473347
2022,2,13,-0.51,10.41,0.0,1.561973229064914
2022,2,14,-1.43,10.05,0.11,1.570863294920237
2022,2,15,-3.41,0.14,0.05,0.644574650056975
2022,2,16,-4.98,-2.27,0.47,0.4984256047301442
2022,2,17,-7.62,-0.99,0.0,0.7490902911729673
2022,2,18,-8.75,6.26,0.0,1.3955213738775623
2022,2,19,-2.92,3.06,0.0,0.9596285045116196
2022,2,20,-4.44,-0.04,0.15,0.7233885399922066
2022,2,21,-4.16,5.6,0.1,1.2942079886482947
2022,2,22,-3.61,0.98,0.0,0.797313183577893
2022,2,23,-6.07,0.73,0.0,0.8989048194905838
2022,2,24,-7.77,3.82,0.0,1.2387450388487482
2022,2,25,-2.3,8.24,0.0,1.5646503150101208
2022,2,26,-1.3,10.07,0.57,1.7516622701341444
2022,2,27,-2.44,9.08,0.01,1.693814117092982
2022,2,28,-1.68,11.86,0.0,2.008254564401075
2022,3,1,-2.87,10.82,2.53,1.9731600724005285
2022,3,2,-2.94,7.86,0.0,1.64509276942122
2022,3,3,-1.19,12.17,0.0,2.121899595653312
2022,3,4,-0.16,13.95,0.0,2.3324528746725655
2022,3,5,-2.2,6.46,0.0,1.487540671732902
2022,3,6,-2.8,6.54,0.0,1.5378557262789827
2022,3,7,-2.16,9.05,0.0,1.835288731144919
2022,3,8,-0.85,11.83,0.0,2.158002217128751
2022,3,9,0.29,14.75,0.0,2.5264948707261716
2022,3,10,0.78,12.67,0.0,2.237624879342351
2022,3,11,3.85,16.07,0.0,2.5889714092286393
2022,3,12,8.04,19.8,0.02,2.925911122201759
2022,3,13,9.5,13.26,19.1,1.5343415919093517
2022,3,14,2.32,16.13,4.68,2.745299005600907
2022,3,15,0.12,15.48,0.0,2.764470388972487
2022,3,16,2.79,17.38,0.0,2.957932420783468
2022,3,17,6.21,11.59,5.09,1.733283606071292
2022,3,18,4.14,10.03,5.51,1.7033461021466367
2022,3,19,1.54,6.63,11.48,1.403188364149985
2022,3,20,0.51,7.39,0.01,1.6335369543068132
2022,3,21,-1.91,11.73,0.0,2.419503734221147
2022,3,22,0.15,11.97,0.0,2.3837941190964935
2022,3,23,0.9,10.17,0.0,2.07962729146812
2022,3,24,-0.35,14.36,0.0,2.8047358900139425
2022,3,25,5.2,15.98,21.03,2.767513160249398
2022,3,26,3.56,14.93,15.49,2.7265300515281257
2022,3,27,1.04,14.27,0.0,2.7872991763963517
2022,3,28,0.21,13.86,0.0,2.78104253002923
2022,3,29,1.11,16.83,0.0,3.2385992841152715
2022,3,30,4.21,18.1,0.23,3.3145254065105507
2022,3,31,6.34,14.69,0.07,2.529467066481444
2022,4,1,2.82,15.19,0.0,2.914539106650567
2022,4,2,2.34,12.6,0.0,2.51842512335452
2022,4,3,1.45,15.76,0.0,3.127484823972278
2022,4,4,1.86,16.05,0.0,3.1752840628817935
2022,4,5,1.77,14.7,0.0,2.9675532074085544
2022,4,6,4.98,18.25,0.05,3.417111906654932
2022,4,7,5.92,15.91,1.64,2.911505512331697
2022,4,8,3.29,19.84,0.0,3.8546429608868356
2022,4,9,8.86,22.43,0.0,3.998189050302481
2022,4,10,7.96,22.26,0.0,4.061468853139698
2022,4,11,11.81,24.71,0.0,4.2502145434126115
2022,4,12,11.5,23.72,0.26,4.08425590499077
2022,4,13,9.59,21.7,21.42,3.8607706438719878
2022,4,14,7.51,16.64,5.77,3.010174146941194
2022,4,15,5.28,18.51,0.0,3.6203249017557635
2022,4,16,5.3,18.16,0.0,3.5674896587836553
2022,4,17,4.79,19.37,0.0,3.862702896692733
2022,4,18,8.27,19.31,0.0,3.570903313258762
2022,4,19,6.98,20.2,0.0,3.90141312267284
2022,4,20,6.45,20.6,0.0,4.046824186189979
2022,4,21,8.75,19.28,0.67,3.5618912477683247
2022,4,22,9.17,20.73,0.04,3.858991630090418
2022,4,23,9.7,24.21,0.04,4.608328913442924
2022,4,24,12.22,23.18,0.01,4.108610369736001
2022,4,25,11.62,23.82,9.21,4.355552901337905
2022,4,26,10.81,20.92,23.16,3.773411623329496
2022,4,27,7.66,22.87,0.0,4.564186740833832
2022,4,28,9.89,23.28,1.42,4.470960611821689
2022,4,29,9.99,18.1,11.63,3.2349359920153375
2022,4,30,8.33,15.77,0.0,2.9152700598420385
2022,5,1,6.77,18.29,0.0,3.6994944254162503
2022,5,2,7.01,19.05,0.01,3.8582313596452305
2022,5,3,5.85,19.48,0.0,4.070714914938335
2022,5,4,6.13,23.27,0.0,4.886444996296532
2022,5,5,7.49,23.95,0.0,4.955285768586483
2022,5,6,10.04,25.03,0.0,5.001086631527934
2022,5,7,9.57,21.7,0.0,4.270338626993373
2022,5,8,8.93,21.48,1.31,4.3009859958446555
2022,5,9,10.96,22.76,1.89,4.3927434303653365
2022,5,10,10.44,23.76,0.0,4.713114099407182
2022,5,11,12.88,22.68,0.0,4.13312090779997
2022,5,12,13.6,25.4,0.03,4.767629928656443
2022,5,13,10.84,21.16,0.16,4.051053378903049
2022,5,14,8.04,20.31,0.0,4.189559742722146
2022,5,15,8.9,20.48,0.0,4.146000787703609
2022,5,16,9.2,21.98,0.0,4.487072076600078
2022,5,17,9.88,25.2,0.01,5.211937327383558
2022,5,18,12.35,25.72,0.01,5.0864901418956014
2022,5,19,13.97,21.71,0.0,3.7527994590745326
2022,5,20,12.41,25.14,0.0,4.9495772990499125
2022,5,21,13.14,24.88,0.01,4.793570621637155
2022,5,22,12.2,25.93,0.0,5.201948025248109
2022,5,23,13.53,26.77,0.0,5.268625222958471
2022,5,24,13.97,29.84,0.0,6.0460017017960705
2022,5,25,15.21,27.69,2.88,5.309368798878867
2022,5,26,12.74,24.44,3.62,4.774201715619061
2022,5,27,13.47,24.69,0.0,4.745824577623422
2022,5,28,13.75,26.65,0.0,5.251341903505827
2022,5,29,13.61,28.53,0.23,5.785320858740373
2022,5,30,12.87,23.42,0.85,4.505045960656195
2022,5,31,11.58,27.31,0.0,5.707453881626528
2022,6,1,14.26,28.5,0.0,5.712543199248519
2022,6,2,12.79,27.38,0.0,5.598224542093643
2022,6,3,17.21,30.61,0.0,5.913753198986983
2022,6,4,16.04,30.99,0.02,6.194186706999841
2022,6,5,15.95,21.96,15.0,3.4975602276252538
2022,6,6,14.75,25.6,3.87,4.860156114213443
2022,6,7,15.19,22.76,6.84,3.9349099680432276
2022,6,8,15.0,24.36,0.3,4.463124715795117
2022,6,9,14.81,25.24,0.68,4.758398473995051
2022,6,10,15.21,28.89,0.02,5.745400177539307
2022,6,11,17.54,30.42,0.0,5.8486493056846784
2022,6,12,16.6,28.92,0.01,5.556278989023182
2022,6,13,17.86,28.64,0.07,5.262912443743905
2022,6,14,16.15,22.45,9.91,3.637827248108027
2022,6,15,15.33,25.17,9.8,4.664615964318423
2022,6,16,16.42,26.09,0.12,4.747783988451247
2022,6,17,16.98,28.72,0.0,5.446339643819791
2022,6,18,18.95,28.72,0.0,5.089753487602832
2022,6,19,19.31,29.78,0.04,5.359434019448569
2022,6,20,19.98,32.16,1.3,5.989066080795867
2022,6,21,20.26,33.72,0.05,6.427878423162697
2022,6,22,19.69,31.94,0.0,5.970849232102143
2022,6,23,21.04,29.1,32.04,4.759849457071923
2022,6,24,21.39,27.04,33.72,3.904925481428744
2022,6,25,21.26,30.0,0.0,5.018958093479161
2022,6,26,22.7,31.09,0.03,5.05898886313419
2022,6,27,23.89,30.72,5.03,4.604542809454142
2022,6,28,24.58,30.2,0.4,4.1827462958735255
2022,6,29,24.38,29.76,22.63,4.061342544339823
2022,6,30,23.3,29.55,34.56,4.311947380416236
2022,7,1,22.29,31.69,0.14,5.352116161662226
2022,7,2,21.69,32.97,0.01,5.9031940069203905
2022,7,3,22.9,33.04,11.14,5.671857620698389
2022,7,4,23.27,32.11,7.12,5.258929002886634
2022,7,5,24.46,32.36,0.51,5.045521113985771
2022,7,6,24.18,33.09,2.82,5.379147666576293
2022,7,7,25.38,32.79,2.55,4.947845334266586
