Year,Month,Day,MinTemp,MaxTemp,Precipitation,ReferenceET
2019,1,1,-15.44,-9.98,0.0,0.147474
2019,1,2,-12.53,1.42,0.0,0.569471
2019,1,3,-6.65,6.5,0.0,0.803965
2019,1,4,-2.21,8.22,0.0,0.844494
2019,1,5,0.07,9.71,0.0,0.890005
2019,1,6,-0.01,6.84,0.01,0.705297
2019,1,7,1.66,11.94,0.01,1.007646
2019,1,8,-3.48,7.75,0.0,0.858621
2019,1,9,-5.33,1.09,0.0,0.513867
2019,1,10,-4.97,3.58,0.0,0.651187
2019,1,11,-2.02,2.05,2.9,0.471153
2019,1,12,-3.19,-0.02,3.1,0.3807
2019,1,13,-5.25,1.86,0.02,0.571178
2019,1,14,-4.61,3.11,0.0,0.634922
2019,1,15,-3.11,5.46,0.03,0.750369
2019,1,16,-5.6,-3.26,0.07,0.278521
2019,1,17,-5.93,1.78,0.07,0.599583
2019,1,18,-9.0,-2.42,0.25,0.429514
2019,1,19,-13.32,-7.13,0.01,0.263307
2019,1,20,-11.43,-6.86,0.01,0.260822
2019,1,21,-11.32,-2.52,0.02,0.459151
2019,1,22,-8.59,-2.41,2.16,0.439066
2019,1,23,-12.42,1.77,0.09,0.681214
2019,1,24,-14.71,-3.53,0.0,0.424802
2019,1,25,-16.02,-0.43,0.1,0.558817
2019,1,26,-8.85,5.29,0.18,0.899337
2019,1,27,-7.83,4.81,0.03,0.873411
2019,1,28,-11.09,3.44,0.0,0.811625
2019,1,29,-19.84,-10.35,0.0,0.128284
2019,1,30,-22.71,-15.98,0.39,0.0
2019,1,31,-17.64,-2.87,0.0,0.455904
2019,2,1,-8.78,8.54,0.0,1.169294
2019,2,2,-0.03,7.31,0.0,0.933093
2019,2,3,2.91,14.5,0.0,1.465359
2019,2,4,-10.28,0.55,0.0,0.698894
2019,2,5,-13.16,-9.76,0.0,0.194065
2019,2,6,-13.25,-9.19,0.79,0.222547
2019,2,7,-16.48,-11.15,0.04,0.156159
2019,2,8,-19.14,-7.35,0.0,0.268461
2019,2,9,-14.65,0.75,0.0,0.739107
2019,2,10,-6.21,0.69,0.65,0.693565
2019,2,11,-6.06,-0.71,0.62,0.591993
2019,2,12,-8.63,-0.13,0.01,0.702599
2019,2,13,-10.04,5.34,0.0,1.100477
2019,2,14,-12.56,0.18,0.0,0.761246
2019,2,15,-14.61,-9.32,3.33,0.249352
2019,2,16,-15.27,-3.34,4.33,0.551398
2019,2,17,-9.98,-4.64,0.77,0.460747
2019,2,18,-11.39,-4.36,0.01,0.505888
2019,2,19,-12.73,-3.26,5.07,0.586667
2019,2,20,-9.64,0.76,2.07,0.847239
2019,2,21,-9.93,1.09,0.05,0.88335
2019,2,22,-8.55,1.96,0.36,0.94579
2019,2,23,-5.81,-0.59,10.28,0.678482
2019,2,24,-17.3,-5.02,0.0,0.478603
2019,2,25,-20.83,-10.61,0.0,0.138304
2019,2,26,-17.88,-8.98,0.0,0.274184
2019,2,27,-14.36,-8.32,0.0,0.337607
2019,2,28,-13.17,-4.06,0.02,0.596033
2019,3,1,-11.29,1.01,0.01,0.965083
2019,3,2,-12.59,-7.85,0.92,0.362623
2019,3,3,-21.83,-12.89,0.4,0.029222
2019,3,4,-22.29,-7.54,0.0,0.248765
2019,3,5,-15.74,-5.85,0.0,0.4999
2019,3,6,-15.02,2.36,0.8,1.096634
2019,3,7,-5.88,1.26,4.84,0.95926
2019,3,8,-6.95,5.67,0.4,1.427614
2019,3,9,-1.68,3.37,5.06,0.991433
2019,3,10,-5.5,4.7,0.0,1.328493
2019,3,11,-3.56,8.46,0.0,1.695523
2019,3,12,0.31,8.59,8.96,1.561885
2019,3,13,7.33,17.05,17.5,2.303832
2019,3,14,-0.58,8.81,1.42,1.671138
2019,3,15,-2.97,8.18,0.0,1.71225
2019,3,16,-3.43,11.61,0.0,2.154148
2019,3,17,-4.53,11.09,0.0,2.134453
2019,3,18,-4.92,7.44,0.02,1.73314
2019,3,19,-0.45,3.91,11.28,1.064703
2019,3,20,-1.8,13.65,0.04,2.457482
2019,3,21,-2.8,13.88,0.0,2.535187
2019,3,22,-0.99,15.8,0.0,2.771843
2019,3,23,2.8,13.62,10.26,2.316912
2019,3,24,5.24,9.77,1.74,1.471509
2019,3,25,2.16,11.78,0.04,2.117513
2019,3,26,1.9,17.81,0.0,3.066752
2019,3,27,6.93,22.61,0.0,3.616347
2019,3,28,5.11,13.21,1.77,2.169717
2019,3,29,0.16,5.08,7.56,1.291492
2019,3,30,-5.43,5.07,0.25,1.641415
2019,3,31,-5.59,10.19,0.0,2.314103
2019,4,1,-2.69,15.65,1.15,3.03772
2019,4,2,-1.55,13.76,0.26,2.754184
2019,4,3,2.83,12.88,3.57,2.413457
2019,4,4,4.48,11.75,0.35,2.089399
2019,4,5,4.09,20.72,0.0,3.711052
2019,4,6,9.61,20.81,4.0,3.353098
2019,4,7,9.66,20.13,0.91,3.23457
2019,4,8,7.44,25.18,0.0,4.424263
2019,4,9,6.63,20.89,0.0,3.696156
2019,4,10,3.7,16.33,2.1,3.087137
2019,4,11,-1.51,5.96,2.17,1.720998
2019,4,12,-2.61,5.89,0.02,1.794222
2019,4,13,-2.83,9.77,0.0,2.406007
2019,4,14,-4.45,13.91,0.0,3.096465
2019,4,15,3.38,23.52,0.0,4.52714
2019,4,16,6.08,23.21,0.0,4.362117
2019,4,17,6.68,20.25,1.53,3.764412
2019,4,18,4.05,15.86,0.01,3.136494
2019,4,19,1.66,17.8,0.0,3.658619
2019,4,20,4.82,26.53,0.0,5.189702
2019,4,21,12.94,26.58,1.08,4.642046
2019,4,22,6.19,16.84,1.51,3.219425
2019,4,23,4.0,19.42,0.0,3.921157
2019,4,24,6.77,23.29,0.0,4.539632
2019,4,25,8.7,20.8,0.78,3.872426
2019,4,26,3.93,19.33,0.81,3.970433
2019,4,27,1.7,14.1,7.21,3.127031
2019,4,28,0.45,13.43,0.57,3.095137
2019,4,29,5.88,16.64,0.06,3.326235
2019,4,30,5.02,13.99,2.3,2.86716
2019,5,1,6.12,12.18,0.24,2.33682
2019,5,2,1.77,17.14,0.0,3.780807
2019,5,3,7.08,18.2,1.26,3.60765
2019,5,4,8.02,24.3,1.05,4.891063
2019,5,5,10.08,23.73,4.51,4.596244
2019,5,6,8.58,20.17,13.88,3.942729
2019,5,7,7.01,14.31,6.72,2.77895
2019,5,8,4.07,11.72,16.51,2.578503
2019,5,9,2.92,13.53,0.2,3.087429
2019,5,10,2.37,16.49,0.0,3.740506
2019,5,11,5.75,16.03,6.83,3.374941
2019,5,12,6.05,17.26,0.59,3.631046
2019,5,13,4.99,23.14,0.0,5.015455
2019,5,14,12.72,27.81,0.32,5.481185
2019,5,15,14.48,26.55,0.03,4.950285
2019,5,16,17.06,32.44,0.14,6.225115
2019,5,17,18.55,28.16,2.27,4.77391
2019,5,18,14.21,23.54,4.81,4.204165
2019,5,19,7.66,16.42,0.84,3.323973
2019,5,20,5.68,10.7,3.78,2.197665
2019,5,21,7.41,15.53,11.88,3.156169
2019,5,22,5.83,20.47,0.01,4.492688
2019,5,23,6.2,22.14,23.19,4.854418
2019,5,24,13.84,24.3,2.87,4.54595
2019,5,25,11.27,25.16,1.57,5.128798
2019,5,26,12.47,24.14,10.36,4.723235
2019,5,27,14.7,26.64,53.37,5.10126
2019,5,28,12.04,19.07,14.26,3.400703
2019,5,29,11.78,20.87,0.38,3.963898
2019,5,30,10.98,24.02,0.13,4.920172
2019,5,31,13.01,27.58,0.0,5.622438
2019,6,1,12.59,25.16,0.07,5.036006
2019,6,2,9.85,24.49,0.0,5.190362
2019,6,3,13.93,25.74,20.49,5.024503
2019,6,4,20.31,29.24,7.28,4.949521
2019,6,5,18.81,29.86,0.11,5.456014
2019,6,6,19.19,26.8,0.12,4.389158
2019,6,7,18.63,29.58,0.0,5.414367
2019,6,8,17.82,28.91,0.12,5.35826
2019,6,9,12.15,20.72,9.81,3.921102
2019,6,10,9.27,24.76,0.0,5.365616
2019,6,11,12.54,24.85,3.88,5.018022
2019,6,12,11.85,21.74,0.02,4.26665
2019,6,13,11.79,25.62,0.71,5.3273
2019,6,14,14.79,26.71,4.88,5.225613
2019,6,15,18.16,27.29,2.46,4.809801
2019,6,16,15.01,27.81,0.0,5.512231
2019,6,17,17.77,24.8,8.22,4.073177
2019,6,18,14.95,21.37,17.21,3.581919
2019,6,19,13.49,24.31,0.99,4.746292
2019,6,20,14.82,28.65,10.5,5.780652
2019,6,21,20.29,27.64,12.98,4.451564
2019,6,22,14.76,27.38,10.44,5.427956
2019,6,23,14.25,24.46,4.69,4.665746
2019,6,24,11.95,26.34,0.37,5.506036
2019,6,25,15.64,28.46,13.56,5.603387
2019,6,26,19.25,29.37,12.8,5.258262
2019,6,27,22.35,29.21,1.45,4.47783
2019,6,28,22.13,31.72,0.0,5.429912
2019,6,29,23.55,32.12,0.0,5.233588
2019,6,30,23.09,31.63,0.0,5.165768
2019,7,1,21.63,30.5,0.04,5.109002
2019,7,2,22.47,29.62,0.63,4.580325
2019,7,3,21.58,28.87,0.77,4.533544
2019,7,4,21.08,29.16,6.16,4.755667
2019,7,5,21.21,27.49,4.5,4.112246
2019,7,6,21.09,27.46,0.15,4.128706
2019,7,7,19.0,27.77,0.0,4.735219
2019,7,8,20.28,29.2,5.38,4.92521
2019,7,9,21.9,30.1,7.12,4.854359
2019,7,10,18.44,27.34,0.92,4.690315
2019,7,11,16.37,28.48,0.0,5.399059
2019,7,12,16.84,30.49,0.5,5.897809
2019,7,13,19.75,29.32,0.11,5.032143
2019,7,14,20.49,30.79,0.0,5.34592
2019,7,15,22.88,30.31,4.64,4.630425
2019,7,16,21.08,31.86,1.72,5.549466
2019,7,17,23.4,33.28,0.11,5.524459
2019,7,18,24.42,33.16,0.96,5.234132
2019,7,19,24.35,33.7,0.0,5.427546
2019,7,20,21.99,32.54,25.63,5.534395
2019,7,21,18.27,24.09,25.03,3.546119
2019,7,22,15.57,24.44,0.06,4.234157
2019,7,23,14.25,25.51,0.0,4.741353
2019,7,24,14.07,25.95,0.0,4.872632
2019,7,25,17.74,25.54,0.1,4.106005
2019,7,26,18.59,29.97,0.0,5.275072
2019,7,27,20.31,29.77,0.0,4.880703
2019,7,28,20.28,28.75,1.41,4.54662
2019,7,29,17.38,29.15,0.03,5.183666
2019,7,30,16.62,25.34,0.28,4.19881
2019,7,31,17.7,27.25,0.04,4.547151
2019,8,1,18.79,28.57,3.71,4.721834
2019,8,2,19.39,27.57,3.98,4.281318
2019,8,3,18.6,25.68,4.2,3.838862
2019,8,4,17.21,29.04,0.01,5.064461
2019,8,5,19.63,30.23,0.0,4.985054
2019,8,6,18.1,30.15,10.71,5.193257
2019,8,7,18.92,30.92,3.32,5.258251
2019,8,8,19.85,29.26,0.12,4.596443
2019,8,9,19.33,29.12,3.15,4.631066
2019,8,10,20.72,29.11,5.88,4.337695
2019,8,11,22.9,28.39,12.42,3.552184
2019,8,12,22.29,28.05,16.35,3.581573
2019,8,13,19.17,29.44,0.0,4.663363
2019,8,14,15.36,25.71,0.29,4.241159
2019,8,15,15.47,22.47,16.73,3.328551
2019,8,16,17.53,27.55,0.75,4.346411
2019,8,17,19.69,29.61,1.33,4.526867
2019,8,18,19.04,26.18,0.04,3.6363
2019,8,19,17.27,30.27,0.0,5.019786
2019,8,20,23.01,32.67,0.42,4.724256
2019,8,21,17.29,24.77,20.99,3.516713
2019,8,22,15.38,26.61,1.17,4.280135
2019,8,23,17.14,27.05,1.97,4.110301
2019,8,24,18.01,23.14,2.96,2.827516
2019,8,25,16.48,24.64,4.71,3.542863
2019,8,26,17.18,24.64,12.23,3.397105
2019,8,27,13.59,24.17,0.0,3.809139
2019,8,28,12.23,26.84,0.0,4.526754
2019,8,29,17.27,30.72,0.27,4.830304
2019,8,30,15.42,22.17,7.46,2.976175
2019,8,31,14.78,23.43,1.36,3.374629
2019,9,1,13.68,27.63,0.49,4.434788
2019,9,2,18.55,30.45,0.01,4.474032
2019,9,3,16.19,31.1,0.0,4.871925
2019,9,4,12.9,26.12,0.0,4.100029
2019,9,5,16.87,31.37,0.0,4.789163
2019,9,6,16.93,28.58,0.0,4.122134
2019,9,7,14.86,26.37,4.14,3.851817
2019,9,8,16.44,26.3,0.54,3.607312
2019,9,9,19.85,28.14,5.38,3.501951
2019,9,10,20.03,27.21,3.24,3.204422
2019,9,11,21.01,29.69,1.38,3.641157
2019,9,12,16.46,26.76,0.33,3.593334
2019,9,13,11.79,26.7,0.02,4.030579
2019,9,14,16.64,29.82,0.31,4.162341
2019,9,15,16.83,32.85,0.01,4.728892
2019,9,16,21.26,31.4,0.0,3.860555
2019,9,17,21.93,31.18,0.0,3.674091
2019,9,18,21.87,29.97,2.43,3.359329
2019,9,19,20.89,30.94,2.71,3.70844
2019,9,20,21.15,29.18,0.55,3.228887
2019,9,21,19.09,29.79,2.76,3.63123
2019,9,22,14.7,22.74,28.25,2.696559
2019,9,23,11.79,27.59,0.0,3.844718
2019,9,24,17.66,27.64,2.71,3.266105
2019,9,25,13.85,24.0,0.0,2.962268
