axis,condition,case,site,year,strategy,baseline_yield_t_ha,perturbed_yield_t_ha,yield_delta_t_ha,yield_delta_pct,baseline_irrigation_mm,perturbed_irrigation_mm,irrigation_delta_mm,irrigation_delta_pct,baseline_WP_kg_m3,perturbed_WP_kg_m3,WP_delta_kg_m3,WP_delta_pct,baseline_grow_precip_mm,perturbed_grow_precip_mm,baseline_irrigation_gt200,perturbed_irrigation_gt200,flag_changed,fc_factor,wp_factor,perturbed_soil_thfc,perturbed_soil_thwp
soil,WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.280433,0.047834,0.661365,0.0,46.708066,46.708066,,0.999461,0.945071,-0.05439,-5.441897,723.65,723.65,False,False,False,1.0,1.15,0.322,0.2185
soil,WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,6.999145,-0.233454,-3.227796,0.0,0.0,0.0,,0.999461,0.9672,-0.032261,-3.227796,723.65,723.65,False,False,False,1.0,1.15,0.322,0.2185
soil,WP+15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.43545,0.003784,0.050913,97.896515,103.915388,6.018874,6.1482,0.904595,0.898473,-0.006122,-0.676756,723.65,723.65,False,False,False,1.0,1.15,0.322,0.2185
soil,WP-15,case2_hampyeong,Hampyeong,2022,rainfed,7.232599,7.319418,0.086819,1.200387,0.0,0.0,0.0,,0.999461,1.011458,0.011997,1.200387,723.65,723.65,False,False,False,1.0,0.85,0.322,0.1615
soil,WP-15,case2_hampyeong,Hampyeong,2022,fixed_7d_80pct,7.407908,7.419249,0.011341,0.153089,88.836635,89.296194,0.459559,0.517308,0.911758,0.912637,0.00088,0.096472,723.65,723.65,False,False,False,1.0,0.85,0.322,0.1615
soil,WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.319418,0.086819,1.200387,0.0,0.0,0.0,,0.999461,1.011458,0.011997,1.200387,723.65,723.65,False,False,False,1.0,0.85,0.322,0.1615
soil,WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,7.319418,0.086819,1.200387,0.0,0.0,0.0,,0.999461,1.011458,0.011997,1.200387,723.65,723.65,False,False,False,1.0,0.85,0.322,0.1615
soil,WP-15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.431404,-0.000263,-0.00354,97.896515,77.124224,-20.772291,-21.218621,0.904595,0.928027,0.023433,2.590394,723.65,723.65,False,False,False,1.0,0.85,0.322,0.1615
soil,FC+15_WP+15,case2_hampyeong,Hampyeong,2022,rainfed,7.232599,7.279135,0.046536,0.643416,0.0,0.0,0.0,,0.999461,1.005892,0.006431,0.643416,723.65,723.65,False,False,False,1.15,1.15,0.3703,0.2185
soil,FC+15_WP+15,case2_hampyeong,Hampyeong,2022,fixed_7d_80pct,7.407908,7.414655,0.006747,0.091077,88.836635,92.600661,3.764027,4.237021,0.911758,0.90838,-0.003378,-0.370479,723.65,723.65,False,False,False,1.15,1.15,0.3703,0.2185
soil,FC+15_WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.279135,0.046536,0.643416,0.0,0.0,0.0,,0.999461,1.005892,0.006431,0.643416,723.65,723.65,False,False,False,1.15,1.15,0.3703,0.2185
soil,FC+15_WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,7.279135,0.046536,0.643416,0.0,0.0,0.0,,0.999461,1.005892,0.006431,0.643416,723.65,723.65,False,False,False,1.15,1.15,0.3703,0.2185
soil,FC+15_WP+15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.432858,0.001192,0.016033,97.896515,90.76066,-7.135855,-7.289182,0.904595,0.912667,0.008072,0.892372,723.65,723.65,False,False,False,1.15,1.15,0.3703,0.2185
soil,FC+15_WP-15,case2_hampyeong,Hampyeong,2022,rainfed,7.232599,7.36879,0.136191,1.883016,0.0,0.0,0.0,,0.999461,1.018281,0.01882,1.883016,723.65,723.65,False,False,False,1.15,0.85,0.3703,0.1615
soil,FC+15_WP-15,case2_hampyeong,Hampyeong,2022,fixed_7d_80pct,7.407908,7.427871,0.019963,0.26948,88.836635,93.376375,4.53974,5.110212,0.911758,0.909135,-0.002623,-0.287659,723.65,723.65,False,False,False,1.15,0.85,0.3703,0.1615
soil,FC+15_WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.36879,0.136191,1.883016,0.0,0.0,0.0,,0.999461,1.018281,0.01882,1.883016,723.65,723.65,False,False,False,1.15,0.85,0.3703,0.1615
soil,FC+15_WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,7.36879,0.136191,1.883016,0.0,0.0,0.0,,0.999461,1.018281,0.01882,1.883016,723.65,723.65,False,False,False,1.15,0.85,0.3703,0.1615
soil,FC+15_WP-15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.419378,-0.012289,-0.165356,97.896515,61.782465,-36.11405,-36.890026,0.904595,0.944623,0.040029,4.425023,723.65,723.65,False,False,False,1.15,0.85,0.3703,0.1615
soil,FC-15_WP+15,case2_hampyeong,Hampyeong,2022,rainfed,7.232599,6.376882,-0.855717,-11.831393,0.0,0.0,0.0,,0.999461,0.881211,-0.11825,-11.831393,723.65,723.65,False,False,False,0.85,1.15,0.2737,0.2185
soil,FC-15_WP+15,case2_hampyeong,Hampyeong,2022,fixed_7d_80pct,7.407908,7.170049,-0.237859,-3.21088,88.836635,83.171087,-5.665548,-6.37749,0.911758,0.888679,-0.023079,-2.531221,723.65,723.65,False,False,False,0.85,1.15,0.2737,0.2185
soil,FC-15_WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.401711,0.169111,2.338184,0.0,95.852142,95.852142,,0.999461,0.903196,-0.096265,-9.631686,723.65,723.65,False,False,False,0.85,1.15,0.2737,0.2185
soil,FC-15_WP+15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,6.977419,-0.25518,-3.528199,0.0,62.801689,62.801689,,0.999461,0.887202,-0.112258,-11.231904,723.65,723.65,False,False,False,0.85,1.15,0.2737,0.2185
soil,FC-15_WP+15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.437809,0.006142,0.082645,97.896515,110.155914,12.259399,12.522815,0.904595,0.892031,-0.012564,-1.388864,723.65,723.65,False,False,False,0.85,1.15,0.2737,0.2185
soil,FC-15_WP-15,case2_hampyeong,Hampyeong,2022,rainfed,7.232599,7.159271,-0.073328,-1.013861,0.0,0.0,0.0,,0.999461,0.989328,-0.010133,-1.013861,723.65,723.65,False,False,False,0.85,0.85,0.2737,0.1615
soil,FC-15_WP-15,case2_hampyeong,Hampyeong,2022,fixed_7d_80pct,7.407908,7.398319,-0.009589,-0.129447,88.836635,85.917197,-2.919438,-3.2863,0.911758,0.913861,0.002103,0.230704,723.65,723.65,False,False,False,0.85,0.85,0.2737,0.1615
soil,FC-15_WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT50,7.232599,7.159271,-0.073328,-1.013861,0.0,0.0,0.0,,0.999461,0.989328,-0.010133,-1.013861,723.65,723.65,False,False,False,0.85,0.85,0.2737,0.1615
soil,FC-15_WP-15,case2_hampyeong,Hampyeong,2022,deficit_SMT30,7.232599,7.159271,-0.073328,-1.013861,0.0,0.0,0.0,,0.999461,0.989328,-0.010133,-1.013861,723.65,723.65,False,False,False,0.85,0.85,0.2737,0.1615
soil,FC-15_WP-15,case2_hampyeong,Hampyeong,2022,full_SMT80,7.431667,7.4325,0.000833,0.011206,97.896515,98.11502,0.218505,0.2232,0.904595,0.904456,-0.000139,-0.015387,723.65,723.65,False,False,False,0.85,0.85,0.2737,0.1615
